Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days)
8397,42.97,1.49,0.5295,0.2645,43.0,8.0,14.0,21.0,11.581
5888,14.89,0.01,0.253,0.1402,39.0,10.0,0.0,29.0,0.0
6946,53.38,0.29,0.7728,0.0,0.0,0.0,0.0,0.0,0.0
7082,147.11,7.23,2.1793,2.1576,5.0,0.0,1.0,4.0,2.6
6507,108.71,9.4,1.815,0.0,0.0,0.0,0.0,0.0,0.0
6543,272.54,15.86,4.4078,5.2089,11.0,6.0,2.0,3.0,0.0
2263,64.23,1.14,2.8886,2.4967,2.0,2.0,0.0,0.0,14.5
6227,223.06,14.62,3.8169,2.2299,7.0,3.0,1.0,3.0,0.0
6793,62.13,3.6,0.9676,1.3867,5.0,3.0,0.0,2.0,3.0
2003,252.9,2.76,12.7639,9.2361,1.0,0.0,0.0,1.0,1.0
11926,72.82,2.58,0.6323,1.1518,22.0,4.0,14.0,4.0,0.0
2183,189.25,17.24,9.459,7.6042,3.0,0.0,1.0,2.0,0.0
6619,104.2,2.82,1.6168,0.4053,17.0,8.0,7.0,2.0,14.0
2571,166.8,1.01,6.5269,10.8518,4.0,0.0,0.0,4.0,6.0
2087,134.81,3.19,6.6123,2.5395,5.0,3.0,0.0,2.0,0.0
8275,29.65,3.12,0.396,0.2958,50.0,1.0,43.0,6.0,0.0
2042,227.8,26.47,12.4523,9.1577,2.0,0.0,0.0,2.0,0.0
1841,102.14,0.81,5.592,0.5432,1.0,1.0,0.0,0.0,14.0
7816,310.64,31.9,4.3824,2.4053,1.0,0.0,0.0,1.0,1.0
1864,84.49,6.77,4.896,0.7511,1.0,1.0,0.0,0.0,29.0
4415,104.92,1.97,2.4211,0.0,0.0,0.0,0.0,0.0,0.0
7392,33.65,2.75,0.4923,0.5073,2.0,1.0,0.0,1.0,2.5
5542,293.91,12.0,5.5199,5.5846,2.0,1.0,0.0,1.0,0.0
9683,503.58,38.79,5.6013,5.1327,10.0,1.0,2.0,7.0,0.0
8496,107.65,6.95,1.3488,0.1295,1.0,0.0,1.0,0.0,0.0
9377,155.68,6.25,1.7269,0.8247,6.0,3.0,3.0,0.0,0.333
1021,38.23,0.16,3.7606,1.5344,3.0,1.0,2.0,0.0,4.0
9230,94.44,6.65,1.0952,1.0602,56.0,26.0,5.0,25.0,0.0
9126,181.54,19.23,2.1999,1.1002,5.0,3.0,0.0,2.0,14.0
10657,126.58,8.6,1.2684,3.0491,17.0,2.0,8.0,7.0,3.412
1172,51.29,1.58,4.511,7.5085,4.0,0.0,0.0,4.0,0.0
11734,810.25,9.36,6.985,6.6246,9.0,0.0,2.0,7.0,2.556
1353,19.91,1.44,1.578,3.0118,4.0,1.0,2.0,1.0,0.0
13552,31.04,0.59,0.2333,0.0048,23.0,4.0,7.0,9.0,1.043
8216,57.05,2.74,0.7277,0.0,0.0,0.0,0.0,0.0,0.0
7386,265.28,18.98,3.8486,1.1373,1.0,0.0,1.0,0.0,0.0
9542,485.61,25.1,5.3521,6.1203,1.0,0.0,0.0,1.0,0.0
6856,220.65,14.62,3.4316,1.196,3.0,1.0,0.0,2.0,0.333
51300,462.66,1.64,0.9051,0.4647,27.0,24.0,1.0,2.0,5.444
50926,13998.27,150.32,27.7826,0.0,0.0,0.0,0.0,0.0,0.0
38429,2460.94,51.5,4.4217,8.653,54.0,0.0,54.0,0.0,5.074
56821,8702.17,111.06,15.5105,30.7914,17.0,0.0,17.0,0.0,2.176
77166,7773.39,108.9,10.2147,5.5478,5.0,2.0,0.0,3.0,0.0
53035,11516.01,112.55,21.9262,8.3933,5.0,0.0,2.0,3.0,0.0
37423,587.64,17.67,1.6175,0.2058,1.0,0.0,1.0,0.0,1.0
16074,357.1,28.0,2.3958,2.7373,4.0,0.0,0.0,4.0,11.5
56148,2091.95,60.84,3.8341,0.5875,9.0,3.0,6.0,0.0,1.667
19465,190.91,11.32,1.0389,0.6358,12.0,2.0,9.0,1.0,0.0
11140,1426.58,34.0,13.1111,2.2172,3.0,0.0,3.0,0.0,7.333
15536,342.44,76.91,2.6992,2.2799,25.0,17.0,0.0,8.0,18.76
40855,64.57,43.23,0.2639,0.2973,32.0,3.0,7.0,22.0,12.0
15243,956.63,43.17,6.5591,0.0,0.0,0.0,0.0,0.0,0.0
18068,602.41,24.22,3.4682,1.3366,12.0,2.0,7.0,3.0,5.917
27929,618.11,3.32,2.225,0.5168,3.0,2.0,1.0,0.0,3.0
19021,404.04,21.73,2.2384,0.0,0.0,0.0,0.0,0.0,0.0
56650,1025.98,20.01,1.8464,2.8624,13.0,5.0,0.0,8.0,0.0
33941,165.91,3.77,0.4999,0.0359,45.0,21.0,8.0,16.0,8.178
78140,2355.76,44.76,3.0721,2.5836,10.0,0.0,3.0,7.0,0.8
24615,678.0,6.31,2.78,1.6465,14.0,5.0,0.0,9.0,0.0
71291,28.95,0.51,0.0413,0.0034,5.0,3.0,1.0,1.0,1.4
99589,7945.38,102.77,8.0814,7.0895,14.0,0.0,2.0,12.0,1.286
52437,858.27,8.42,1.6528,1.7276,24.0,5.0,0.0,19.0,3.0
49887,3227.84,10.5,6.4914,3.0367,10.0,7.0,2.0,1.0,0.8
31186,312.39,88.0,1.2839,1.7929,16.0,7.0,6.0,3.0,3.75
25346,352.91,3.45,1.406,0.0,0.0,0.0,0.0,0.0,0.0
48943,1109.19,29.17,2.3259,1.1193,5.0,2.0,3.0,0.0,0.0
33017,210.77,33.91,0.7411,0.2011,18.0,3.0,2.0,13.0,0.667
31820,1101.05,83.13,3.7215,0.8045,1.0,1.0,0.0,0.0,3.0
62551,51.5,4.33,0.0893,0.0893,4.0,0.0,4.0,0.0,3.75
59984,1895.64,24.91,3.2018,0.0,0.0,0.0,0.0,0.0,0.0
54385,923.45,4.83,1.7069,1.1182,9.0,0.0,0.0,9.0,3.889
126139,9392.43,153.79,7.568,4.1761,19.0,0.0,8.0,11.0,0.316
56799,12507.23,7.36,22.0331,36.432,7.0,5.0,1.0,1.0,7.143
62716,7900.22,157.39,12.8478,39.2975,6.0,0.0,6.0,0.0,7.833
37890,254.57,0.32,0.6727,0.0,0.0,0.0,0.0,0.0,0.0
55758,194.34,14.85,0.3752,0.1762,24.0,6.0,13.0,5.0,8.417
35838,425.13,16.04,1.231,0.8052,16.0,3.0,12.0,1.0,7.5
47850,2067.83,19.6,4.3624,0.0,0.0,0.0,0.0,0.0,0.0
57399,8635.84,14.58,15.0707,2.9015,14.0,2.0,12.0,0.0,9.143
151335,14585.38,67.44,9.6824,25.4212,18.0,0.0,7.0,11.0,1.278
29972,6399.38,65.59,21.5701,4.3474,2.0,2.0,0.0,0.0,25.0
65840,1954.97,21.16,3.0014,2.2974,11.0,2.0,4.0,5.0,2.182
75769,2327.26,71.31,3.1656,3.4885,5.0,1.0,2.0,2.0,7.6
57449,3256.94,83.05,5.8138,0.0,0.0,0.0,0.0,0.0,0.0
89664,1816.51,22.75,2.0513,2.0103,23.0,3.0,5.0,15.0,1.565
12313,187.59,2.12,1.5407,1.9492,3.0,0.0,2.0,1.0,5.0
31141,2915.16,42.32,9.4971,21.7687,1.0,0.0,1.0,0.0,10.0
27504,1867.77,29.84,6.8994,0.8544,6.0,0.0,0.0,6.0,1.167
30668,1501.18,23.3,4.9709,2.2403,24.0,8.0,8.0,8.0,3.875
61819,11182.57,193.46,18.4022,0.0,0.0,0.0,0.0,0.0,0.0
18476,819.23,15.49,4.5179,9.5266,7.0,1.0,1.0,5.0,2.429
22372,712.42,32.22,3.3285,2.882,32.0,0.0,32.0,0.0,5.063
77909,2303.3,290.07,3.3287,0.154,1.0,1.0,0.0,0.0,1.0
12533,631.64,12.42,5.139,11.0694,3.0,1.0,0.0,2.0,1.0
96231,779.68,26.26,0.8375,0.1204,17.0,4.0,1.0,12.0,5.235
73629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76405,618.14,15.88,0.8298,0.0,0.0,0.0,0.0,0.0,0.0
23303,3222.37,44.25,14.018,4.4529,3.0,2.0,1.0,0.0,0.0
83509,38.4,1.31,0.0476,0.0299,4.0,1.0,3.0,0.0,1.25
97551,127.29,0.7,0.1312,0.0,0.0,0.0,0.0,0.0,0.0
97733,1506.56,73.71,1.6169,1.3284,28.0,0.0,27.0,1.0,2.464
32383,1145.34,6.8,3.5578,6.6671,1.0,0.0,0.0,1.0,16.0
104543,2605.38,28.44,2.5194,2.5339,1.0,0.0,1.0,0.0,30.0
101262,4833.39,62.5,4.8349,6.5958,1.0,0.0,1.0,0.0,0.0
98169,1766.69,9.88,1.8097,0.6592,22.0,5.0,15.0,2.0,0.0
43825,260.23,18.02,0.6349,1.0473,5.0,3.0,1.0,1.0,0.0
63713,493.01,1.46,0.7761,0.1711,1.0,1.0,0.0,0.0,0.0
162055,2457.18,124.87,1.1672,2.9228,40.0,12.0,16.0,12.0,0.25
96632,3470.18,47.68,3.6405,2.5477,7.0,2.0,1.0,4.0,0.286
38198,1806.89,87.01,4.9581,4.2568,16.0,0.0,0.0,16.0,8.25
24203,1111.4,88.96,4.9596,2.2518,1.0,1.0,0.0,0.0,10.0
43835,69.23,0.46,0.159,0.124,16.0,9.0,6.0,1.0,8.5
98865,897.11,28.0,0.9357,0.0394,6.0,2.0,3.0,1.0,10.833
88669,2838.27,41.87,3.2482,0.0,0.0,0.0,0.0,0.0,0.0
53188,390.17,6.87,0.7465,0.3685,4.0,1.0,1.0,2.0,0.0
137717,840.7,5.0,0.6141,0.2275,54.0,16.0,17.0,21.0,5.963
29779,1650.04,43.22,5.6861,13.5912,3.0,1.0,1.0,1.0,1.667
102291,3557.81,140.24,3.6152,3.5076,25.0,9.0,0.0,16.0,6.0
42937,4410.05,26.27,10.3322,2.3804,34.0,0.0,22.0,12.0,0.059
89905,381.98,2.41,0.4275,0.2197,37.0,11.0,5.0,21.0,17.351
117714,3016.27,8.82,2.5699,3.0715,74.0,5.0,25.0,44.0,2.5
107154,976.91,20.58,0.9309,0.0,0.0,0.0,0.0,0.0,0.0
35237,1979.43,36.95,5.7223,4.0084,14.0,8.0,3.0,3.0,4.357
35898,4098.92,40.13,11.53,3.8178,8.0,5.0,3.0,0.0,29.875
27649,249.65,14.53,0.9555,0.0,0.0,0.0,0.0,0.0,0.0
43424,972.29,6.2,2.2533,1.2276,65.0,21.0,0.0,44.0,8.092
35507,95.86,4.39,0.2824,0.1077,4.0,1.0,3.0,0.0,9.5
31474,124.67,8.7,0.4238,0.1668,10.0,4.0,6.0,0.0,5.9
41500,196.93,15.88,0.5128,1.1463,15.0,2.0,2.0,11.0,6.8
38022,125.36,4.07,0.3404,0.1289,1.0,0.0,1.0,0.0,29.0
83386,2549.94,54.87,3.1238,0.4071,18.0,0.0,16.0,2.0,5.889
43107,736.52,17.35,1.7488,0.0,0.0,0.0,0.0,0.0,0.0
19720,1607.06,140.76,8.8632,8.1611,8.0,1.0,5.0,2.0,0.0
218468,6260.41,65.48,2.8997,1.5104,74.0,0.0,74.0,0.0,1.392
165436,313.86,4.71,0.1926,0.1312,1.0,0.0,1.0,0.0,0.0
179537,1005.04,11.01,0.5659,0.2862,6.0,5.0,1.0,1.0,0.0
948482,21008.08,803.88,2.2997,3.2122,40.0,3.0,28.0,9.0,1.3
123017,6343.21,43.83,5.192,2.1932,5.0,0.0,2.0,3.0,1.0
103461,1436.19,25.13,1.4124,1.6838,65.0,0.0,61.0,4.0,6.877
589090,36428.64,531.69,6.2741,7.2407,135.0,0.0,134.0,1.0,0.0
358569,17493.26,136.41,4.9167,9.4484,10.0,0.0,9.0,1.0,0.2
315657,9432.58,214.94,3.0563,1.8537,29.0,0.0,29.0,0.0,8.69
106918,9621.86,182.19,9.1697,6.5626,109.0,0.0,109.0,0.0,0.0
223089,2904.56,112.55,1.3524,3.2092,53.0,0.0,53.0,0.0,5.0
173355,5970.29,284.3,3.608,1.6933,34.0,0.0,34.0,0.0,0.971
645355,14072.87,239.01,2.2177,2.972,64.0,0.0,63.0,1.0,0.984
150701,12224.16,426.46,8.3945,18.7821,30.0,2.0,28.0,0.0,0.933
158978,979.32,16.97,0.6267,0.3494,23.0,5.0,12.0,6.0,0.0
302213,3498.97,20.81,1.1647,0.3913,4.0,0.0,1.0,3.0,1.0
149567,25749.95,234.51,17.3731,26.7022,23.0,0.0,23.0,0.0,2.783
217470,20222.12,257.75,9.4173,15.8206,30.0,0.0,30.0,0.0,0.0
104123,3002.22,42.35,2.924,2.7597,51.0,3.0,41.0,7.0,8.255
705885,127287.37,726.23,18.1352,19.9922,20.0,1.0,12.0,7.0,0.1
232211,9975.56,369.1,4.4549,3.2741,18.0,0.0,16.0,2.0,4.333
597310,89801.29,957.88,15.1947,4.4763,20.0,2.0,17.0,1.0,0.0
161780,1093.76,22.27,0.6898,1.3513,114.0,24.0,74.0,16.0,5.868
422487,82076.86,314.91,19.5016,12.9522,19.0,0.0,13.0,6.0,1.421
187957,1594.55,43.4,0.8714,1.9667,58.0,6.0,46.0,6.0,0.0
395919,29817.99,673.51,7.7014,7.5269,54.0,1.0,49.0,4.0,0.167
214061,19938.57,66.94,9.3457,6.0215,38.0,0.0,27.0,11.0,6.868
117585,6373.44,68.15,5.4782,3.4391,59.0,0.0,59.0,0.0,2.254
1061034,54289.15,225.98,5.1379,6.0719,17.0,1.0,9.0,7.0,3.353
208056,46415.8,188.89,22.4001,42.9388,17.0,0.0,15.0,2.0,0.176
471261,18937.55,29.34,4.0247,7.024,368.0,235.0,35.0,98.0,1.179
177085,3300.79,19.04,1.8747,1.5736,67.0,26.0,38.0,3.0,1.925
485475,20800.6,55.21,4.296,4.5063,112.0,47.0,42.0,23.0,2.589
119898,39538.88,387.41,33.3002,45.8077,10.0,0.0,10.0,0.0,4.9
793270,21439.14,20.1,2.7052,2.7184,13.0,0.0,11.0,2.0,2.615
603885,38817.99,134.18,6.4503,3.065,7.0,0.0,6.0,1.0,6.0
531783,38118.29,522.31,7.2662,1.0334,21.0,0.0,21.0,0.0,1.0
245751,2390.91,41.35,0.9897,1.3217,43.0,4.0,32.0,7.0,9.419
761085,24337.3,160.83,3.2188,2.4735,29.0,0.0,29.0,0.0,10.517
160258,11888.64,210.0,7.5495,15.641,1.0,0.0,0.0,1.0,0.0
702890,9442.65,124.9,1.3612,1.9338,58.0,3.0,54.0,1.0,3.0
188884,18228.29,193.45,9.7529,15.8039,1.0,0.0,0.0,1.0,0.0
1033138,348532.61,376.72,33.7718,25.2409,4.0,0.0,2.0,2.0,5.0
465500,31836.1,261.06,6.8952,3.222,54.0,0.0,54.0,0.0,0.0
216814,17645.8,312.34,8.2827,13.5066,6.0,0.0,5.0,1.0,0.5
137038,23452.57,330.49,17.3551,37.9581,1.0,0.0,0.0,1.0,0.0
104815,18255.58,207.74,17.6152,23.7132,1.0,0.0,1.0,0.0,0.0
504985,9837.44,84.89,1.9649,5.0791,19.0,0.0,17.0,2.0,5.053
941747,35088.81,180.83,3.7451,5.7876,23.0,0.0,23.0,0.0,7.0
148133,4138.46,104.34,2.8642,3.307,12.0,1.0,6.0,5.0,5.5
548858,10541.58,110.83,1.9408,4.1399,38.0,4.0,30.0,4.0,4.079
892015,17117.47,93.06,1.9294,8.0462,29.0,6.0,21.0,2.0,0.214
681926,3545.91,69.55,0.5302,0.522,4.0,3.0,1.0,0.0,2.75
754419,4678.32,79.81,0.6307,0.5135,19.0,1.0,12.0,6.0,7.158
209838,11579.48,87.92,5.5602,2.8045,50.0,1.0,49.0,0.0,29.4
100121,9198.08,183.32,9.3701,19.2822,23.0,0.0,23.0,0.0,4.913
923530,7538.66,30.83,0.8196,0.6726,59.0,0.0,0.0,59.0,6.78
652413,175808.12,384.12,27.0062,14.2919,57.0,5.0,50.0,2.0,0.0
1016657,37850.71,329.6,3.7555,4.9451,22.0,3.0,16.0,3.0,0.364
207538,6597.81,72.42,3.214,4.4477,27.0,0.0,27.0,0.0,1.444
173313,3530.33,26.48,2.0522,4.3084,24.0,19.0,3.0,2.0,0.0
268059,12016.96,57.72,4.5045,2.8762,9.0,9.0,0.0,0.0,12.111
469440,29846.23,103.6,6.3799,6.1058,18.0,0.0,3.0,15.0,1.722
210815,4983.39,66.78,2.3955,3.077,124.0,0.0,124.0,0.0,4.081
401584,10137.65,13.32,2.5277,1.6625,31.0,31.0,0.0,0.0,15.484
110148,11175.28,180.33,10.3094,10.2531,16.0,0.0,14.0,2.0,6.063
916206,15997.03,133.2,1.7605,11.3509,48.0,14.0,28.0,6.0,0.25
206311,2464.2,19.66,1.2039,3.4352,23.0,0.0,23.0,0.0,4.435
150475,2219.32,49.51,1.5078,1.2239,62.0,1.0,61.0,0.0,0.0
303578,16628.36,66.65,5.4994,4.5332,81.0,2.0,66.0,13.0,0.222
540170,36185.62,541.88,6.7992,24.6438,12.0,0.0,11.0,1.0,0.417
1031145,349444.07,2077.04,34.0904,9.8423,5.0,1.0,3.0,1.0,0.0
376810,29865.05,91.04,7.9499,6.1811,307.0,155.0,104.0,48.0,5.489
150338,52687.69,334.8,35.2689,34.7092,155.0,63.0,83.0,9.0,20.0
387524,6878.36,268.63,1.8443,0.9843,88.0,0.0,88.0,0.0,0.0
340525,2286.23,71.81,0.6925,2.9027,22.0,0.0,21.0,1.0,1.227
119213,4322.04,99.7,3.7091,3.6338,59.0,0.0,59.0,0.0,0.0
204955,8972.42,643.65,4.6918,12.4102,39.0,1.0,37.0,1.0,0.256
319780,11688.7,67.89,3.6765,0.6075,13.0,2.0,7.0,4.0,0.308
419621,16474.38,40.86,3.9358,0.462,3.0,1.0,0.0,2.0,1.0
216382,2996.08,29.71,1.3984,2.7891,107.0,0.0,107.0,0.0,6.439
142871,2500.12,50.63,1.7854,2.2754,303.0,104.0,198.0,1.0,1.185
734299,22747.93,172.11,3.1213,2.073,16.0,1.0,9.0,6.0,0.24
984780,45298.12,231.31,4.6233,4.2532,16.0,7.0,3.0,6.0,0.0
242186,1951.69,147.11,0.8666,0.5418,495.0,24.0,471.0,0.0,0.004
412844,13195.53,223.82,3.2505,5.1612,31.0,5.0,25.0,1.0,2.258
252420,16027.62,113.35,6.3945,2.2464,6.0,1.0,1.0,4.0,0.833
127819,12689.23,78.21,9.9887,2.5551,7.0,1.0,2.0,4.0,0.0
226823,3256.83,165.88,1.509,7.7753,75.0,13.0,52.0,10.0,3.827
381836,22143.06,85.5,5.8215,4.243,49.0,1.0,48.0,0.0,11.02
241276,1190.11,71.84,0.523,0.77,264.0,4.0,123.0,137.0,0.0
246333,9547.77,35.69,3.8904,20.4691,45.0,20.0,11.0,14.0,2.6
106781,1272.8,339.16,1.5096,3.8594,125.0,0.0,121.0,4.0,9.704
691951,31826.78,153.19,4.6217,3.9923,23.0,3.0,2.0,18.0,0.043
133894,21116.71,35.64,15.7978,35.5572,10.0,2.0,0.0,8.0,0.0
486123,2797.98,9.82,0.5776,18.2738,33.0,2.0,18.0,13.0,0.242
1082517,24366.0,264.28,2.2753,2.3241,4.0,0.0,1.0,3.0,1.25
166036,4197.46,32.57,2.5477,13.8615,44.0,7.0,20.0,17.0,2.977
142848,4428.23,110.53,3.1773,2.5917,12.0,1.0,0.0,11.0,2.167
126634,688.57,9.8,0.5515,0.2974,14.0,2.0,7.0,5.0,0.0
278038,6403.96,63.52,2.3261,9.911,13.0,1.0,6.0,6.0,2.769
140119,4841.2,89.08,3.5186,14.7466,193.0,0.0,193.0,0.0,6.658
196858,15399.31,140.1,7.8937,36.5079,54.0,0.0,43.0,11.0,0.093
121230,5252.32,93.2,4.4094,47.4114,37.0,10.0,25.0,2.0,0.784
367332,8074.91,53.62,2.2129,6.7145,16.0,2.0,9.0,5.0,0.0
122191,7664.49,97.22,6.3521,19.1029,21.0,1.0,20.0,0.0,2.714
458731,8584.45,104.11,1.894,3.4882,34.0,0.0,32.0,2.0,0.441
209524,12834.56,405.06,6.3189,6.8778,92.0,2.0,88.0,2.0,0.076
259723,4476.24,40.97,1.7392,2.79,15.0,4.0,2.0,9.0,0.0
158476,37567.58,92.81,23.7641,13.5783,26.0,0.0,25.0,1.0,3.846
494926,13964.61,273.22,2.8768,2.6377,44.0,2.0,35.0,7.0,0.955
105714,4377.02,194.69,4.3246,0.4821,5.0,0.0,0.0,5.0,0.0
316520,2783.6,64.69,0.8999,0.2373,30.0,5.0,5.0,20.0,0.0
201804,42572.97,548.62,21.3681,35.2228,39.0,1.0,38.0,0.0,0.128
179257,3965.03,23.46,2.225,1.143,20.0,0.0,13.0,7.0,1.25
891475,81292.25,455.14,9.1699,10.8725,22.0,1.0,20.0,1.0,0.045
1033936,60065.52,361.62,5.8444,5.0651,248.0,0.0,247.0,1.0,1.194
433472,10457.08,187.74,2.4557,2.5153,114.0,0.0,114.0,0.0,4.132
181823,1974.59,47.97,1.1124,4.884,25.0,0.0,23.0,2.0,0.32
1188747,51324.0,573.15,4.3657,1.7292,7.0,1.0,6.0,0.0,0.857
393934,16773.46,27.9,4.265,1.3839,76.0,0.0,76.0,0.0,0.053
659060,48064.37,522.35,7.3721,2.508,19.0,2.0,8.0,9.0,1.263
534416,5701.09,65.22,1.079,2.3425,3.0,0.0,3.0,0.0,0.0
299001,29256.89,79.89,9.8116,7.0792,12.0,1.0,6.0,5.0,1.333
163018,49718.04,127.06,30.5764,18.3681,59.0,0.0,54.0,5.0,1.729
406847,6569.7,70.18,1.632,14.3107,50.0,0.0,47.0,3.0,0.24
630451,3464.62,156.17,0.5743,0.7289,42.0,1.0,39.0,2.0,2.0
420969,9637.31,31.06,2.2967,5.3652,27.0,0.0,19.0,8.0,0.222
105860,2473.29,31.93,2.3665,0.4714,1.0,0.0,1.0,0.0,3.0
867295,32259.43,195.94,3.7421,5.3466,25.0,0.0,25.0,0.0,0.8
681344,21513.17,392.23,3.215,14.7793,56.0,2.0,45.0,9.0,1.125
220351,4204.33,43.67,1.9278,0.2979,1.0,0.0,1.0,0.0,9.0
452619,11435.49,93.53,2.5472,1.5154,30.0,4.0,25.0,1.0,3.733
170325,31037.03,409.9,18.4629,0.0,0.0,0.0,0.0,0.0,0.0
106343,7593.5,121.86,7.2552,5.993,6.0,1.0,1.0,4.0,0.167
